ID,Программа,Часов,Стоимость (RUB),ДатаНачала,ДатаКонца,Описание,Тип
89,ДОНАБОР (ТОЛЬКО ДЛЯ СТУДЕНТОВ)! Современные средства САУ (Цифровая кафедра),250,0,"2023-10-9, 00:00","2024-8-31, 00:00","<h4><strong>Уважаемые слушатели, о начале программы будет объявлено дополнительно.</strong></h4><p>&nbsp;</p><h3>Современные средства систем автоматизированного управления</h3><p>Программа посвящена различным аспектам разработки систем управления на базе ПЛК – программируемых логических контроллеров. Областью применения таких систем являются промышленные объекты, однако они используются и в других областях – транспорт и его инфраструктура, объекты энергетического сектора, сервисное и научное оборудование.&nbsp;</p><p>Программа рассчитана на два семестра нагрузки параллельно с освоением основной образовательной программы.</p><p>Обучение проходит в смешанном формате –&nbsp;онлайн + очно в лаборатории.</p><p>Обучение проходит на базе учебного центра компании ПРОСОФТ (учебно-научная лаборатория «Промышленные системы управления и&nbsp;автоматизации»&nbsp;кафедры Систем автоматического управления) на контроллере модульной линейки FASTWEL I/O CPM 723-01 в среде разработки CODESYS V3.</p><h3>Для кого подойдет этот курс</h3><p>Если Вы освоили первый курс бакалавриата или два курса специалитета по&nbsp;<strong>ИТ-направлениям</strong>, а также хотите освоить арсенал инструментов и навыков в сфере разработки систем автоматизированного управления, то эта программа как раз для Вас!</p><p>Подать заявку на обучение могут студенты очной (очно-заочной) формы обучения СПбГЭТУ «ЛЭТИ», граждане РФ, РБ и РК.</p><h4>&nbsp;</h4><h4>Что Вы получите</h4><ul><li>Узнаете возможности и особенности применения ПЛК в системах автоматизации.</li><li>Научитесь осуществлять конфигурирование и настройку ПЛК для проекта автоматизации.</li><li>Научитесь настраивать связь ПЛК по сетевым протоколам с системами верхнего уровня (HMI).</li><li>Овладеете языками программирования ПЛК стандарта МЭК 61131-3.</li><li>Овладеете средой программирования ПЛК CoDeSys&nbsp;V3.5 и SCADA-системой</li><li>Разработайте свою собственную систему автоматизированного управления поддержанием температуры на учебном стенде.</li></ul><p>&nbsp;</p><h4>Какую профессию вы освоите?</h4><p>Программист, специалист в области проектирования автоматизированных систем управления технологическими процессами / Инженер-программист АСУ ТП / Инженер-программист ПЛК (PLC).</p><h3>&nbsp;</h3><h3>Программа курса</h3><p>Каждый модуль представляет собой полноценный онлайн-курс с комплектом образовательного контента и практики. Для оценки уровня освоения полученных компетенций слушатели решают практические кейсы и выполняют проекты.</p><p><strong>Введение</strong></p><p>Даются общие понятия, определяются уровни в рамках глобальной автоматизации, к которым применимы изучаемые подходы и средства. Рассматривается классификация объектов автоматизации и структура информационного обмена.</p><p><strong>Основные принципы построения и компоненты систем автоматики</strong></p><p>Рассматриваются базовые аппаратные компоненты, лежащие в основе любых промышленных систем - датчики, исполнительные устройства, различное вспомогательное оборудование, а также промышленные сети и протоколы обмена данными.</p><p><strong>ПЛК в задачах автоматизации</strong></p><p>Модуль посвящен рассмотрению компонентов ПЛК, их возможностям и&nbsp;применимости для решения различных задач. Рассматриваются вопросы конфигурирования и программирования систем ПЛК, структура памяти, данных и программ, возможности сетевых коммуникаций. В рамках данного модуля выполняются практические задания на ПЛК.</p><p><strong>Диспетчеризация технологических процессов</strong></p><p>Рассматривается разработка системы диспетчерского контроля и управления: человеко-машинный интерфейс, алармы, тренды, ОРС-сервер и организация связи ПЛК с верхним уровнем автоматизации. В данном модуле выполняются практические задания в SCADA системе.</p><p><strong>Реализация проекта автоматизации</strong></p><p>Осуществляется выполнение итогового проекта, для реализации чего потребуются знания, полученные в первых трех модулях. Проект представляет собой решение поставленной задачи автоматизации процесса или объекта и содержит этапы проектирования аппаратной и программной части, а также документирование полученного результата.</p><p>&nbsp;</p><h4>Что входит в обучение</h4><ul><li>Видеоуроки</li></ul><p>Каждая тема подробно объясняется на конкретных примерах</p><ul><li>Воркбук</li></ul><p>Конспекты для лучшего усвоения материала</p><ul><li>Практика</li></ul><p>На ведущих high-tech предприятиях</p><ul><li>Поддержка тьютора</li></ul><p>На протяжении всего обучения Вы можете получать консультации по техническим вопросам</p><ul><li>Диплом</li></ul><p>После успешного прохождения курса выдаем диплом о профессиональной переподготовке</p><ul><li>Вебинары</li></ul><p>Все нюансы курса можно уточнить в беседе с его автором</p><p>&nbsp;</p><p>&nbsp;</p><h3>Преподаватели программы</h3><p><strong>Филатова Екатерина Сергеевна</strong></p><p>Руководитель программы «Современные средства систем автоматизированного управления»</p><p><strong>Филатов Денис Михайлович</strong></p><p>Доцент кафедры САУ СПбГЭТУ «ЛЭТИ», преподаватель учебного центра компании ПРОСОФТ</p><p><strong>Гречухин Михаил Николаевич</strong></p><p>Ассистент кафедры ВТ СПбГЭТУ «ЛЭТИ», программист 1С-Битрикс</p><p><strong>А также специалисты в области проектирования и разработки программных систем для автоматизированных производств.</strong></p><p>&nbsp;</p>",Цифровая кафедра
90,ДОНАБОР (ТОЛЬКО ДЛЯ СТУДЕНТОВ)! Интеллектуальные информационные технологии в медицине (Цифровая кафедра),250,0,"2023-10-9, 00:00","2024-9-2, 00:00","<h4 style=""text-align:justify;"">Уважаемые слушатели, о начале программы будет объявлено дополнительно.</h4><p style=""text-align:justify;"">&nbsp;</p><h3 style=""text-align:justify;"">«Интеллектуальные информационные технологии в медицине»</h3><p style=""text-align:justify;"">(для «не IT» контингента слушателей)</p><h4>Краткое описание программы</h4><p style=""text-align:justify;"">Курс предназначен для студентов, обучающихся в медицинских вузах. Цель курса – дать студентам базовые представления о современных IT-технологиях, методах искусственного интеллекта и их использовании в области медицины. Прошедшие обучение должны будут уметь оценивать применимость изученных методов к решению медицинских проблем, а также формировать задания на разработку программных комплексов для решения этих задач. Знание основ программирования и методов реализации систем искусственного интеллекта позволит им квалифицированно оценивать как реализуемость, так и потенциальную трудоемкость создания интеллектуальных систем медицинского назначения. Полученная базовая квалификация позволит слушателям параллельно с их основным медицинским образованием стать специалистами в области IT-технологий.</p><h4>Состав модулей курса:</h4><ul><li>Основы информатики и программирования.</li><li>Методы искусственного интеллекта</li><li>Интеллектуальный анализ медицинских сигналов и изображений.</li><li>Статистические методы анализа медицинской информации.</li><li>Медицинские информационные системы.</li></ul><p>&nbsp;</p><h4>Длительность программы:</h4><p>Программа рассчитана на два семестра нагрузки параллельно с освоением основной образовательной программы.</p><h4>Преподаватели, которые будут участвовать в реализации курса:</h4><p>Калиниченко Александр Николаевич, д. т. н., профессор кафедры Биотехнических систем СПбГЭТУ (ЛЭТИ);</p><p>Недосекин Алексей Олегович, к. ф.-м. н., д. эк. н., системный аналитик ООО «ВИТА-СОФТ», Санк-Петербург;</p><p>Тероева Юлия Александровна, к. т. н., инженер-программист ООО «ТД ИНКАРТ», Санк-Петербург;</p><p>Скоробогатова Алена Игоревна, аспирант каф. Биотехнических систем СПбГЭТУ (ЛЭТИ).</p>",Цифровая кафедра
91,ДОНАБОР (ТОЛЬКО ДЛЯ СТУДЕНТОВ)! Интеллектуальные таможенные системы (Цифровая кафедра),340,0,"2023-10-9, 00:00","2024-12-2, 00:00","<h4><strong>Уважаемые слушатели, о начале программы будет объявлено дополнительно.</strong></h4><p style=""text-align:center;"">&nbsp;</p><p style=""text-align:center;""><strong>Дополнительная профессиональная программа</strong></p><p style=""text-align:center;""><strong>(программа профессиональной переподготовки)</strong></p><p style=""text-align:center;""><strong>«ИНТЕЛЛЕКТУАЛЬНЫЕ ТАМОЖЕННЫЕ СИСТЕМЫ»</strong></p><p style=""text-align:justify;"">&nbsp;</p><p style=""text-align:justify;"">Определение актуальных направлений применения своих знаний – главный принцип проектирования карьеры и залог успешного трудоустройства!</p><p style=""text-align:center;""><strong>ДЛЯ КОГО ПОДОЙДЁТ ЭТА ПРОГРАММА</strong></p><p style=""text-align:justify;"">Вы получаете экономическое или юридическое образование, но задумываетесь над тем, что полученных знаний не будет хватать для эффективной работы и быстрого карьерного роста? Хотите стать элитарным профессионалом, к которому все будут обращаться за советом? Тогда программа профессиональной переподготовки ""Интеллектуальные таможенные системы"" на цифровой кафедре Санкт-Петербургского государственного электротехнического университета ""ЛЭТИ"" – это то, что вам нужно! Наша программа идеально подойдет для всех студентов не IT-специализаций, которые хотят говорить на одном языке с программистами, обладать навыками создания цифровых двойников объектов и процессов, уметь разработать новый программный продукт и разобраться, как работает имеющийся, с привязкой к самой востребованной в современной экономике предметной области – таможенному делу.&nbsp;Обучение в нашем Университете – редчайший шанс стать реципиентами процесса трансфера знаний от преподавателей-драйверов современной сферы развития отечественных информационных систем и технологий искусственного интеллекта. Вы получите уникальные знания – ключ к решению задач транзакционной оптимизации ваших будущих трудовых функций и сможете осознанно управлять окружающим миром с применением возможностей гибридного искусственного интеллекта в синтезированной именно вами комфортной информационной экосистеме.&nbsp;Наш университет известен своими традициями в области разработки систем электронного декларирования, интеллектуальных электронных систем таможенного и иных видов государственного контроля, инновационным подходом к образованию и современной материально-технической базой. Запишитесь на курс и гибкая персональная траектория развития сделает вас специалистом в области интеллектуальных таможенных систем уже сегодня!</p><p style=""text-align:center;""><strong>ПРЕИМУЩЕСТВА ПРОГРАММЫ</strong></p><p style=""text-align:justify;"">Приобретение востребованной квалификации «Специалист по разработке интеллектуальных систем».</p><p style=""text-align:justify;"">В 2023 году спрос на IT-специалистов вырос на 63% по сравнению с предыдущим годом.</p><p style=""text-align:justify;"">Возможность реализовать знания в области IT по конкретному прикладному направлению.</p><p style=""text-align:justify;"">Современные тенденции цифровизации таможенных органов диктуют свои правила на рынке труда: государство и организации нуждаются в квалифицированных специалистах, обладающих познаниями и в IT сфере, и в специфике таможенной деятельности.</p><p style=""text-align:center;""><strong>ЧЕМУ ВЫ НАУЧИТЕСЬ</strong></p><p style=""text-align:justify;"">понимать и моделировать бизнес-логику программного обеспечения;</p><p style=""text-align:justify;"">разрабатывать алгоритмы, пригодные для практического применения;</p><p style=""text-align:justify;"">применять язык программирования Python для написания программного кода;</p><p style=""text-align:justify;"">развертывать и сопровождать функционирование баз данных информационных систем;</p><p style=""text-align:justify;"">использовать языки программирования для задач машинного обучения в сфере таможенного дела;</p><p style=""text-align:justify;"">работать с большими данными (Big&nbsp;Data) в сфере таможенного дела;</p><p style=""text-align:justify;"">разрабатывать, модифицировать и эксплуатировать основные программные продукты таможенных органов, информационные системы участников внешнеэкономической деятельности.</p><p style=""text-align:justify;"">Результат освоения Программы – приобретение новой квалификации «Специалист по разработке интеллектуальных систем».</p><p style=""text-align:center;""><strong>ДЛИТЕЛЬНОСТЬ ПРОГРАММЫ</strong></p><p style=""text-align:justify;"">Программа рассчитана на четыре семестра нагрузки параллельно с освоением основной образовательной программы.</p><p style=""text-align:center;""><strong>ФОРМАТ ОБУЧЕНИЯ</strong></p><p style=""text-align:justify;"">Профессиональная переподготовка проводится в Санкт-Петербургском государственном электротехническом университете «ЛЭТИ» им.&nbsp;В.И.&nbsp;Ульянова (Ленина)» в очной форме обучения с применением электронного обучения и дистанционных образовательных технологий.</p><p style=""text-align:center;""><strong>ПРОГРАММА КУРСА</strong></p><p style=""text-align:justify;"">Модуль 1. Программирование на языке Python.</p><p style=""text-align:justify;"">Модуль 2. Алгоритмы и структуры данных.</p><p style=""text-align:justify;"">Модуль 3. Управление данными.</p><p style=""text-align:justify;"">Модуль 4. Машинное обучение.</p><p style=""text-align:justify;"">Модуль 5. Моделирование и проектирование информационных процессов и систем.</p><p style=""text-align:justify;"">Модуль 6. Информационно-техническое обеспечение системы анализа и управления рисками в таможенных органах Российской Федерации.</p><p style=""text-align:justify;"">Модуль 7. Интеллектуальные технологии электронной таможни.</p><p style=""text-align:justify;"">Модуль 8. Производственная практика.</p><p style=""text-align:justify;"">&nbsp;</p>",Цифровая кафедра
92,ДОНАБОР (ТОЛЬКО ДЛЯ СТУДЕНТОВ)! Коммуникационные стратегии и продвижение в цифровой среде (Цифровая кафедра),268,0,"2023-10-9, 00:00","2024-10-31, 00:00","<h4><strong>Уважаемые слушатели, о начале программы будет объявлено дополнительно.</strong></h4><p>&nbsp;</p><h2><strong>«Коммуникационные стратегии и продвижение в цифровой среде» &nbsp;</strong></h2><h2>&nbsp;</h2><h2>Кому будет полезно?</h2><h4>Инженерам и разработчикам, планирующим карьеру в области управления – проектами, продуктом или собственной компанией</h4><p>&nbsp;</p><h4>Невозможно управлять тем, чего не понимаешь.</h4><ul><li>Как увязать продукт или цели проекта с ожиданиями заказчика?</li><li>Как оценить эффективность выбранной стратегии продвижения?</li><li>Как работать с целевыми аудиториями и стоит ли жонглировать смыслами?</li></ul><p>На эти и другие вопросы отвечает новая программа переподготовки <strong>«Коммуникационные стратегии и продвижение в цифровой среде»</strong></p><h3>Если вы собираетесь</h3><ul><li>Достичь заметных должностей&nbsp;в&nbsp;product-менеджменте;</li><li>Познакомиться с digital-маркетингом;</li><li>Успешно реализовывать долгосрочные проекты;</li><li>Работать осознанно и не «сливать» бюджеты.</li><li>Вам важно понимать, как коммуникации выращивают бренды, знать о преимуществах и рисках цифровых коммуникаций&nbsp;и&nbsp;владеть&nbsp;технологиями&nbsp;вирусного&nbsp;продвижения.</li></ul><p>Программа длится 13 месяцев (небольшая нагрузка параллельно с вашим обучением в бакалавриате).</p><p>В процессе обучения можно делать свой&nbsp;собственный&nbsp;проект&nbsp;или&nbsp; работать&nbsp;в&nbsp;проектах&nbsp;партнеров.</p><h3>По окончании программы вы научитесь</h3><ul><li>Слушать, слышать и понимать свою целевую аудиторию;</li><li>Делать контент, который&nbsp;работает&nbsp;на&nbsp;ваши&nbsp;цели;</li><li>Управлять несложными коммуникационными проектами;</li><li>Разрабатывать продукты и воплощать коммуникационные стратегии с учетом потребностей клиента (CustDev);</li><li>Вы получите представление о корпусной лингвистике и её роли в <a href=""https://hbr.org/2022/04/the-power-of-natural-language-processing"">NLP</a> при взаимодействии с целевой аудиторией;</li><li>Сможете применять технологии визуализации, работающие на цели проекта.</li></ul><p>&nbsp;</p><p><strong>Кто может поступить на программу:</strong></p><p>вы освоили программу первого курса бакалавриата или специалитета по ИТ-направлениям;</p><p>обучаетесь в СПбГЭТУ «ЛЭТИ» по очной или очно-заочной формам;</p><p>являетесь гражданином РФ, РБ или РК.</p>",Цифровая кафедра
93,Основы создания и управления курсом в СДО «MOODLE» (для сотрудников СПбГЭТУ «ЛЭТИ»),36,0,"2023-11-15, 00:00","2023-11-30, 00:00",<p><strong>Программа повышения квалификации «Основы создания и управления курсом в СДО «MOODLE» реализуется только для сотрудников СПбГЭТУ «ЛЭТИ».&nbsp;</strong><br>&nbsp;</p><p><br><strong>Содержание курса</strong></p><p>Раздел 1. Введение в СДО «Moodle»</p><p>Раздел 2. Ресурсы курса</p><p>Раздел 3. Элементы курса</p><p>Раздел 4. Банк вопросов и тесты</p><p>Раздел 5. Статистика в СДО «Moodle»</p><p>Раздел 6. Управление пользователями и курсом</p><p>Раздел 7. Геймификация курсов в СДО «Moodle»</p>,Не задан
94,Интеграция индивидуальных траекторий студентов в компетентностную модель образования с помощью СДО «MOODLE» (для сотрудников СПбГЭТУ «ЛЭТИ»),36,0,"2023-12-1, 00:00","2023-12-15, 00:00",<p><strong>Программа повышения квалификации «Интеграция индивидуальных траекторий студентов в компетентностную модель образования с помощью СДО «MOODLE» реализуется только для сотрудников СПбГЭТУ «ЛЭТИ».</strong></p><p>&nbsp;</p><p><strong>Содержание курса</strong></p><p>Раздел 1. Ресурсы курса</p><p>Раздел 2. Элементы курса</p><p>Раздел 3. Банк вопросов и тесты</p><p>Раздел 4. Геймификация курсов в СДО «Moodle»</p>,Не задан
95,Видеомейкинг: от Эйзенштейна до AI,48,"4,000","2023-11-1, 00:00","2023-12-15, 00:00","<p><strong>Содержание программы</strong></p><ol><li>Первый видеоролик – полный цикл видеомейкинга</li><li>AI-инструменты видеомейкинга</li><li>Видеокамера</li><li>Теория и практика монтажа</li><li>Оптические инструменты видеомейкера</li><li>Композиция и композиционные приемы</li><li>Видеосъемка и AI-генераторы изображений</li><li>Свет и освещение</li><li>Время и пространство в видеомейкинге</li><li>Стабилизация и постобработка</li><li>Звук и озвучивание</li><li>Кодеки, цветовые пространства и форматы записи.</li></ol><p style=""text-align:justify;""><strong>В результате освоения программы слушатель должен знать:</strong></p><ul><li style=""text-align:justify;"">Принципы использования смартфонов и нейронных сетей как инструментов видеомейкинга.</li><li style=""text-align:justify;"">Технологический процесс видеомейкинга, включая этапы подготовки (препродакшен), съемки, первичной записи звука (продакшен), монтажа, графического оформления и озвучивания (постпродакшен).</li><li style=""text-align:justify;"">Художественные аспекты видеомейкинга, включая написание сценарного плана, базовые операторские приемы, элементы режиссуры и звукорежиссуры.</li></ul><p style=""text-align:justify;""><strong>слушатель должен уметь:</strong></p><ul><li style=""text-align:justify;"">Устанавливать и настраивать программные приложения, превращающие смартфон в профессиональный инструмент видеомейкинга.</li><li style=""text-align:justify;"">Писать сценарный план, составлять операторскую разработку, выбирать изобразительные решения, характерные для видео разных жанров.</li><li style=""text-align:justify;"">Использовать смартфон как профессиональную съемочную камеру, аудиорекордер, комплекс монтажа, графического оформления и озвучивания.</li></ul>",Не задан
96,"Обучение работе в DirectumRX. Работа с документами (приказы, представления, договоры)",16,0,"2023-12-6, 00:00","2023-12-27, 00:00","<p>Программа повышения квалификации «Обучение работе в DirectumRX. Работа с документами (приказы, представления, договоры)» для сотрудников СПбГЭТУ «ЛЭТИ».</p><p>Форма обучения - очная.</p><p>&nbsp;</p><p>Разделы программы:</p><p>1. Знакомство с Directum RX. Создание документов. Редактирование офисных документов. Взаимодействие в Directum RX. Согласование по регламенту. Свободное согласование. Выдача и возврат бумажных документов</p><p>2. Входящие документы. Поручения. Исходящие документы. Внутренние документы</p><p>3. Создание договоров.&nbsp;Согласование договорных документов. Отправка и возврат экземпляров договоров контрагентам. Контроль исполнения договоров</p>",Не задан
97,"Методологические основы и практики современных гуманитарных и социальных исследований (для сотрудников СПбГЭТУ ""ЛЭТИ"")",18,0,"2024-2-1, 00:00","2024-2-2, 00:00","<p>Программа повышения квалификации для участников XXI Всероссийской научной конференции с международным участием ""ИНФОРМАЦИЯ-КОММУНИКАЦИЯ-ОБЩЕСТВО"".</p>",Не задан
98,Методологические основы и практики современных гуманитарных и социальных исследований (для участников конференции),18,"2,000","2024-2-1, 00:00","2024-2-2, 00:00","<p>Программа повышения квалификации для участников XXI Всероссийской научной конференции с международным участием ""ИНФОРМАЦИЯ-КОММУНИКАЦИЯ-ОБЩЕСТВО"".</p>",Не задан
99,Основные проблемы межкультурной коммуникации в устном переводе (для сотрудников СПбГЭТУ «ЛЭТИ»),18,0,"2024-4-17, 00:00","2024-4-18, 00:00",<p>Программа повышения квалификации для участников межвузовской научно-практической конференции с международным участием <strong>«Актуальные проблемы языкознания».</strong></p>,Не задан
100,тест,1,0,"2024-2-1, 00:00","2024-2-2, 00:00",<p>тестовая программа</p>,Не задан
101,Модернизация высшего образования в России (для сотрудников СПбГЭТУ «ЛЭТИ»),21,0,"2024-4-4, 00:00","2024-4-12, 00:00","<p style=""text-align:center;""><strong>ТОЛЬКО ДЛЯ АВТОРОВ ТЕЗИСОВ КОНФЕРЕНЦИИ</strong></p><p style=""text-align:center;"">Программа повышения квалификации «Модернизация высшего образования в России»</p>",Не задан
102,Модернизация высшего образования в России (для участников конференции),21,"2,000","2024-4-4, 00:00","2024-4-12, 00:00","<p>Программа повышения квалификации для участников конференции ХXIX Международная научно-методическая конференция «Современное образование: содержание, технологии, качество», <strong>предоставивших материалы к опубликованию.</strong></p>",Не задан
103,Перспективные направления развития электроники и микроэлектроники СВЧ (для сотрудников СПбГЭТУ «ЛЭТИ»),80,0,"2024-5-20, 00:00","2024-5-31, 00:00","<p>В рамках XIII Всероссийской научно-технической конференции «Электроника и микроэлектроника СВЧ» СПбГЭТУ «ЛЭТИ» проводит программу повышения квалификации «Перспективные направления развития электроники и микроэлектроники СВЧ», объемом 80 ак.часов с выдачей удостоверения о повышении квалификации установленного образца.</p>",Не задан
104,Перспективные направления развития электроники и микроэлектроники СВЧ (для участников конференции),80,0,"2024-5-20, 00:00","2024-5-31, 00:00",<p>Программа повышения квалификации «Перспективные направления развития электроники и микроэлектроники СВЧ».</p>,Не задан
105,Перспективные направления радиоэлектроники и связи (ДЛЯ СОТРУДНИКОВ СПбГЭТУ «ЛЭТИ»),40,0,"2024-4-22, 00:00","2024-4-26, 00:00","<p>В рамках 79-й научно-технической конференции «НТО РЭС им. А.С. Попова» СПбГЭТУ «ЛЭТИ» проводит программу повышения квалификации «Перспективные направления радиоэлектроники и связи», объемом 40 ак.часов с выдачей удостоверения о повышении квалификации установленного образца.</p>",Не задан
106,Перспективные направления радиоэлектроники и связи (для участников конференции),40,"2,000","2024-4-22, 00:00","2024-4-26, 00:00","<p>В рамках 79-й научно-технической конференции «НТО РЭС им. А.С. Попова» СПбГЭТУ «ЛЭТИ» проводит программу повышения квалификации «Перспективные направления радиоэлектроники и связи», объемом 40 ак.часов с выдачей удостоверения о повышении квалификации установленного образца.&nbsp;</p><p>Стоимость обучения составляет 2000 руб.&nbsp;</p>",Не задан
107,Мягкие вычисления и измерения в решении практических задач,18,0,"2024-5-22, 00:00","2024-5-24, 00:00","<p>В рамках XXVII Международной конференции по мягким вычислениям и измерениям (SCM'2024) СПбГЭТУ «ЛЭТИ» проводит программу повышения квалификации «Мягкие вычисления и измерения в решении практических задач», объемом 18 ак.часов с выдачей удостоверения о повышении квалификации установленного образца.</p>",Не задан
108,Большие данные и искусственный интеллект для развития и модернизации электроэнергетического комплекса,72,0,"2024-3-1, 00:00","2024-4-30, 00:00",<p>Программа повышения квалификации «Большие данные и искусственный интеллект для развития и модернизации электроэнергетического комплекса»</p>,Не задан
109,Решение практических задач в актуальных областях науки и технологий,24,0,"2024-5-16, 00:00","2024-5-18, 00:00","<p>XI Всероссийская Научно-практическая конференция с международным участием «Наука настоящего и будущего» для студентов, аспирантов и молодых ученых.</p>",Не задан
110,Безопасность и этика применения решений с искусственным интеллектом в области медицины и физиологии 2024,252,0,"2024-3-4, 00:00","2024-6-20, 00:00",<p>Программа профессиональной переподготовки «Безопасность и этика применения решений с искусственным интеллектом в области медицины и физиологии».</p><p>Модуль 1. Безопасность и этика применения решений с ИИ в области медицины и физиологии</p><p>Модуль 2. Основы технологий искусственного интеллекта</p><p>Модуль 3. Основы методов интеллектуальной обработки данных</p>,Не задан
111,Технологии эффективного обучения,40,0,"2024-4-8, 00:00","2024-4-12, 00:00","<p>Программа повышения квалификации ""Технологии эффективного обучения""</p>",Не задан
112,тест1,1,1,"2024-3-25, 00:00","2024-3-26, 00:00",<p>-</p>,Цифровая кафедра
113,тест2,1,2,"2024-3-26, 00:00","2024-3-27, 00:00",<p>-</p>,Цифровая кафедра
114,"Обучение работе в DirectumRX. Работа с документами (служебные записки, приказы, представления)",16,0,"2024-5-1, 00:00","2024-5-31, 00:00",<p>.</p>,Не задан
115,Планирование развития научно-технических направлений университетов и организаций,18,0,"2024-4-22, 00:00","2024-4-23, 00:00","<p>Программа повышения квалификации ""Планирование развития научно-технических направлений университетов и организаций""</p>",Не задан
